ID,DATE,SCHOOL,GENDER,TEST,LAB,BEHAV,GRADE,M4CID
1260,2016,1,M,57,46,65,5,1
1261,2016,1,M,65,77,91,5,1
1262,2016,1,M,10,22,41,5,1
1263,2016,1,M,32,57,81,5,1
1264,2016,1,M,50,47,49,5,1
1265,2016,1,M,42,55,59,5,1
1266,2016,1,M,65,47,57,5,1
1267,2016,1,M,70,65,84,5,1
1268,2017,1,M,72,57,41,1,1
1269,2017,1,M,58,57,41,1,1
1270,2017,1,F,53,58,66,1,1
1271,2017,1,M,58,62,47,1,1
1272,2017,1,F,87,91,93,1,1
1273,2017,1,F,70,73,53,1,1
1274,2017,1,F,90,94,99,1,1
1275,2017,1,F,68,80,68,1,1
1276,2017,1,M,56,51,51,1,1
1277,2017,1,F,56,70,56,1,1
1278,2017,1,M,60,66,51,1,1
1279,2017,1,M,59,55,45,1,1
1280,2017,1,M,81,62,54,1,1
1281,2017,1,M,72,73,63,1,1
1282,2017,1,M,72,53,42,1,1
1283,2017,1,M,57,72,62,1,1
1284,2017,1,M,89,91,85,1,1
1285,2017,1,M,85,86,81,1,1
1286,2017,1,F,90,88,78,1,1
1287,2017,1,M,39,42,55,1,1
1288,2017,1,F,74,57,57,1,1
1289,2017,1,F,58,79,80,1,1
1290,2017,1,F,84,83,75,1,1
1291,2017,1,M,59,64,65,1,1
1292,2017,1,M,78,72,63,1,1
1293,2017,1,M,92,82,86,1,1
1294,2017,1,F,68,61,84,1,1
1295,2017,1,M,88,83,84,1,1
1296,2017,1,M,50,45,50,1,1
1297,2017,1,M,71,32,48,1,1
1298,2017,1,M,48,71,52,1,1
1299,2017,1,F,70,82,64,1,1
1300,2017,1,F,88,89,95,1,1
1301,2017,1,M,44,67,44,1,1
1302,2017,1,M,69,70,47,1,1
1303,2017,1,F,60,68,67,1,1
1304,2017,1,F,39,68,77,1,1
1305,2017,1,F,44,55,39,1,1
1306,2017,1,F,65,80,70,1,1
1307,2017,1,F,89,97,92,1,1
1308,2017,1,F,78,92,92,1,1
1309,2017,1,M,57,74,74,1,1
1310,2017,1,F,67,69,50,1,1
1311,2017,1,F,49,76,72,1,1
1312,2017,1,M,47,68,45,1,1
1313,2017,1,M,59,62,40,1,1
1314,2017,1,M,43,66,51,1,1
1315,2017,1,M,22,35,49,1,1
1316,2017,1,F,56,76,57,1,1
1317,2017,1,F,51,70,58,1,1
1318,2017,1,F,60,74,66,1,1
1319,2017,1,F,61,79,75,1,1
1320,2017,1,M,43,66,55,1,1
1321,2017,1,M,57,51,49,1,1
1322,2017,1,M,42,64,63,1,1
1323,2017,1,F,40,66,57,1,1
1324,2017,1,F,49,49,62,1,1
1325,2017,1,M,47,70,65,1,1
1326,2017,1,M,67,41,61,1,1
1327,2017,1,F,55,77,75,1,1
1328,2017,1,M,46,47,42,1,1
1329,2017,1,M,69,53,54,1,1
1330,2017,1,F,40,53,46,1,1
1331,2017,1,F,58,84,67,1,1
1332,2017,1,M,51,65,58,1,1
1333,2017,1,M,58,75,54,1,1
1334,2017,1,F,43,60,60,1,1
1335,2017,1,F,50,51,62,1,1
1336,2017,1,F,66,80,90,1,1
1337,2017,1,F,44,51,46,1,1
1338,2017,1,M,56,59,47,1,1
1339,2017,1,M,46,50,75,6,1
1340,2017,1,M,36,40,72,6,1
1341,2017,1,M,53,70,80,6,1
1342,2017,1,M,40,25,76,6,1
1343,2017,1,M,44,35,66,6,1
1344,2017,1,M,63,67,82,6,1
1345,2017,1,M,82,60,83,6,1
1346,2017,1,M,63,60,81,6,1
1347,2017,1,M,42,37,70,6,1
1348,2017,1,M,46,52,78,6,1
1349,2017,1,M,62,47,88,6,1
1350,2017,1,M,64,67,82,6,1
1351,2017,1,M,48,47,82,6,1
1352,2017,1,M,86,90,99,6,1
1353,2017,1,M,52,57,74,6,1
1354,2017,1,M,54,55,83,6,1
1355,2017,1,M,52,45,83,6,1
1356,2017,1,M,53,47,80,6,1
1357,2017,1,M,50,45,73,6,1
1358,2017,1,M,50,35,68,6,1
1359,2017,1,M,44,45,69,6,1
1360,2017,1,M,58,57,91,6,1
1361,2017,1,M,60,67,87,6,1
1362,2017,1,M,50,50,72,6,1
1363,2017,1,M,48,42,76,6,1
1364,2017,1,M,51,50,75,6,1
1365,2017,1,M,53,70,67,6,1
1366,2017,1,M,62,71,61,6,1
1367,2017,1,M,50,77,77,6,1
1368,2017,1,M,27,70,64,6,1
1369,2017,1,M,62,70,66,6,1
1370,2017,1,M,67,80,66,6,1
1371,2017,1,M,50,70,78,6,1
1372,2017,1,M,65,83,87,6,1
1373,2017,1,M,45,72,68,6,1
1374,2017,1,M,64,78,74,6,1
1375,2017,1,M,67,83,76,6,1
1376,2017,1,M,73,82,65,6,1
1377,2017,1,M,62,75,68,6,1
1378,2017,1,M,62,90,88,6,1
1379,2017,1,M,91,80,73,6,1
1380,2017,1,M,32,73,67,6,1
1381,2017,1,M,50,76,74,6,1
1382,2017,1,M,32,68,68,6,1
1383,2017,1,M,67,72,62,6,1
1384,2017,1,M,78,67,73,6,1
1385,2017,1,M,69,83,80,6,1
1386,2017,1,M,64,80,79,6,1
1387,2017,1,M,67,76,67,6,1
1388,2017,1,M,70,75,71,6,1
1389,2017,1,M,80,82,79,6,1
1390,2017,1,M,60,51,61,6,1
1391,2017,1,M,50,38,52,6,1
1392,2017,1,M,47,58,61,6,1
1393,2017,1,M,70,50,56,6,1
1394,2017,1,M,50,36,52,6,1
1395,2017,1,M,59,78,81,6,1
1396,2017,1,M,77,73,59,6,1
1397,2017,1,M,50,43,56,6,1
1398,2017,1,M,50,63,59,6,1
1399,2017,1,M,77,62,81,6,1
1400,2017,1,M,50,46,53,6,1
1401,2017,1,M,57,62,81,6,1
1402,2017,1,M,47,36,71,6,1
1403,2017,1,M,100,100,100,6,1
1404,2017,1,M,80,68,80,6,1
1405,2017,1,M,35,44,49,6,1
1406,2017,1,M,64,68,59,6,1
1407,2017,1,M,50,35,49,6,1
1408,2017,1,M,50,38,43,6,1
1409,2017,1,M,60,43,55,6,1
1410,2017,1,M,60,66,58,6,1
1411,2017,1,M,70,56,80,6,1
1412,2017,1,M,40,58,52,6,1
1413,2017,1,M,62,36,55,6,1
1414,2017,1,M,30,48,55,6,1
